TXT,Polarity,Subjectivity
"'''Neutral'''. I am unconvinced that revdeletion is an important part of dealing with copyright violations. I am surprised that Bilby hasn't mentioned inspection of deleted content, which would be a legitimate part of investigation of suspected copyright infringement. Toegther with infrequent AfD contributions (only two this year) and an absence of CSD tagging, I am reluctant to endorse use of the deletion tool.",0.121875,0.725
"<small style=""font: 12px Courier New; color: #000000; display:inline;border:#009 1px dashed;padding:1px 3px 1px 4px;background-color:#fff"">",0.13636363636363635,0.45454545454545453
"<font face=""trebuchet MS"">- [[User:Filelakeshoe|filelake]][[User talk:Filelakeshoe|<font color=""#0B0"">shoe</font>]]",0.0,0.0
Great candidate. --,0.8,0.75
"Well, if you've been around for 9 years why not? &ndash;",0.0,0.0
Looks strong. —,0.43333333333333335,0.7333333333333334
"Per Sue Rangell, basically. - Dank (",0.0,0.0
Agreed with Uncle Milty - this editor has done nothing to make me question their judgement.,0.0,0.0
← &mdash;&nbsp;''',0.0,0.0
"All this user does is housekeeping work.  There is no interaction with others on user or article talk pages, none at all, and we have no idea how this candidate will comport himself in a dispute.",0.0,0.0
"'''Neutral''' Only returned from a 2 month disappearance less than 3 weeks ago and when queried about it [http://en.wikipedia.org/w/index.php?title=User_talk:Darkwind&oldid=527296878 made a comment] that he wouldn't do well at RfA because of the repeated breaks.  Can you assure us that you won't be a part time admin in the future? Your month by month edit count is interesting, to say the least.",0.006666666666666677,0.41833333333333333
"'''Neutral''' Great points from both sides, as people have said before, he would be a great admin most likely, but there is too much unknown about this user. Cheers!",0.395,0.72
--,0.0,0.0
"'''Yes'''. <font face=""Arial"" size=""2em"">&nbsp;—&nbsp;",0.0,0.0
--,0.0,0.0
"Yeah, sure, why not? ;)",0.375,0.9444444444444444
"Yes. Seems solid and reasonable. The only issue I saw in recent contributions was the reverting and warning an IP incident already mentioned, and INeverCry appears to have learnt from that. '''",0.05,0.4875
We need more copyright experts for administrators.,0.5,0.5
"Not the easiest thing in the world, getting admin experience when someone isn't an admin. Their work at commons tells me all I need to know.",0.0,0.0
Per TParis.,0.0,0.0
"I've come across him on Commons where he has deleted some of the images I've tagged for deletion. There is a lot to be said for having some closer links between what may well be our two larger projects and for that reason I welcome this RFA. I'm especially happy that rather than just focus on his Wikipedia experience, clean blocklog and so forth he mentions relevant Commons experience. Deleting testpages and user requests are really not that different between the two projects, and apart from fair use the copyvio aspects of files should be pretty much the same. ''",0.32878787878787885,0.6386363636363637
"Calm and clueful, particularly in the area that he's planning on working in: that handily counters the relatively low participation in FFD here on en-WP. And low FFD count is the only non-ridiculous reason (""doesn't hate Germans"", ""isn't happy with the notion of his privacy being traded away in a straw poll"") given by anyone opposing thus far.",0.12962962962962965,0.7203703703703703
,0.0,0.0
No particular concerns. '',-0.08333333333333333,0.3333333333333333
Per noms. - Dank (,0.0,0.0
"Concerns with experience in administrative areas. <font color=""00ff00"">",0.0,0.0
after looking through [[Special:Contributions/INeverCry]]. -,0.0,0.0
"'''Neutral''' - I'm gonna sit in the neutral camp for now. 60,000 deletions at Commons with an expressed desire to do File work here combined with extensive use of automated tools gives me severe pause. We've had ""shoot from the hip"" File volunteers before and a great deal of stress and controversy has resulted. I'm not seeing hardcore activity at En-WP after the ""Semi-Retired"" banner went up either, and that also bugs me at some level... Leery.",0.4,0.5416666666666666
"Why not? I don't see any reason that promoting this user would be harmful to the project. Not everyone can be a perfect admin candidate, with N many edits to AFD, RFPP, etc. But here we have someone who is trusted, has been here for a while, and generally knows what's going on. I don't see any reason why we shouldn't. <small>(",0.5166666666666667,0.6666666666666666
"Seems to meet my requirements, and bonus props for apparent honesty in the unusual Q1 answer.  --",0.125,0.675
"I like his honesty, and he is clearly a reliable user, so I think we can trust him with the tools. '''",0.09999999999999999,0.3833333333333333
I really don't see why not. --''',0.2,0.2
Don't see any evidence that tools will be misused. The candidate surely has enough experience and judgment to know when tool use is appropriate. —''',0.3333333333333333,0.6296296296296297
--,0.0,0.0
"If he has been editing for over 7 years, then there is no reason to be concerned about him being given access the the tools.",0.0,0.0
Per [[WP:NONEED]] &mdash;&nbsp;Martin <small>(,0.0,0.0
"Based on his answers to the questions, I have little doubt that [[User:Jason Quinn|Jason Quinn]] will use the admin toolset responsibly and would be beneficial in making necessary fixes to fully protected pages. The sourcing issues are legitemate, but in my opinion somewhat minor and not a disqualification from acquiring the sysop flag.",-0.009374999999999998,0.5625
"Per Newyorkbrad and WereSpielChequers. '''<font color=""navy"">",0.0,0.0
"Q1 is probably the worst answer I've seen, but I have a good gut feeling.",-0.15000000000000002,0.8
"Basically, I trust you. That's why I ended up here. <span style=""text-shadow:grey 0.118em 0.118em 0.118em;"" class=""texhtml"">  '''",0.0,0.0
"<font face=""Arial"" size=""2em"">&nbsp;—&nbsp;",0.0,0.0
"A trustworthy and respected editor should not face so much flak for seeking a couple of extra buttons, with which I have faith they will do no harm and more than no good.",0.0875,0.35000000000000003
"I hardly ever comment in RFAs anymore, but this meets my participation criteria: (a) seems to be close, (b) seems to be headed toward making a mistake.  Here we have a level-headed, experienced person with clue, who doesn't appear to plan on blocking anyone, nor use adminship as a way to win arguments.  Pretty much everyone who meets these criteria should be given adminship. Although I agree in general with [[WP:NONEED]], it doesn't even apply in this case: he's been clear about at least one area he ""needs"" the tools. --",0.09537037037037038,0.5916666666666666
"An experienced user who's unlikely to cause any harm as an admin. I think his answer to Q1 merely displays a lack of familiarity with the RfA process, which isn't necessarily a bad thing.",-0.22499999999999995,0.6416666666666666
"Editing is pretty boring most of the time. As is adminship, but if you've been able to keep yourself entertained all these years, maybe you'll enjoy it. Wikipedia is entirely a volunteer-based endeavor with no system in place to entice users to stay. If a longstanding, sane, and productive editor asks for this harmless promotion, it's the least we can do.",0.05,0.6642857142857144
&ndash;,0.0,0.0
"Ched's argument is convincing. <font face=""Verdana"">",0.5,1.0
"As an administrator, Jason may find areas he wants to participate it&mdash;or not. It doesn't really matter. I said in my RfA that I was going to help at DYK. Did I mean it at the time? Yes. Did that ever happen? Not really. Once you become an administrator, you may find that different things draw your attention. So, while it's nice to have a declared area of interest, it's not a requirement for me. He's a hard-working, long-tenured, level-headed editor: good enough for me.",0.1609375,0.4859375
Per above. -,0.0,0.1
"[[WP:100]], per Ched.",0.0,0.0
I see nothing in my review that would indicate that you are not trustworthy enough to be granted the extra tools.  How much or how little you will use the tools does not make any difference.,0.0031250000000000028,0.325
"I see the answer to question two as a great indicator for a successful administrator. If anything, I see this as the strongest indicator for an enthusiastic, dedicated, and competent editor who will use the tools well.",0.6625,0.8166666666666667
"Seems qualified for the job. I think you'll make a good admin. <font color=""00ff00"">",0.7,0.6000000000000001
"Excellently honest answer to Q1. Wanting to edit without waiting for edit requests is more than sufficient reason, IMO. <strong>",0.55,0.7
,0.0,0.0
"'''Neutral''' pending further responses. You state in your second response that ""... after seven years, I'm just getting bored with editing. It would be nice to have something new to explore."" I'm a bit concerned (and I'm sure other editors may share my concern) that an editor who is 'bored' with editing would like to be granted sysop rights just to dull the boredom - the last thing we need is another bored administrator.",-0.06184573002754822,0.6168273645546373
,0.0,0.0
,0.0,0.0
"'''Neutral''' - I think this user would be a good admin, but it seems he only wants to be an admin just because he get's ''bored'' and it seems he doesn't want to alot of Admin jobs anyways",0.09999999999999998,0.675
Any day. He's very good to work with and I believe this is a perfect fit for him.--,0.77,0.7266666666666667
"Definitely clueful, understands policy, and also holds sysop/crat on Wikidata and is familiar with the tools. --'''",0.1875,0.5
--,0.0,0.0
Legoktm does an impressive amount of work in an impressive number of places. —,1.0,1.0
!!!,0.0,0.0
-,0.0,0.0
"Lego needed this years ago. Sir <font color=""#151B8D"">'''",0.0,0.0
,0.0,0.0
"Familiar with Legoktm; I am surprised he was not already an admin. I think he will do just fine. Clearly, he has good taste - I like his Nyan Cat. '''",0.33833333333333326,0.5766666666666667
"Definitely. <font face=""Verdana"">",0.0,0.5
,0.0,0.0
I thought you already were an admin. --,0.0,0.0
"I trust Lego completely. He has always been clueful, friendly, and sensible user. I've felt that he should have run for a while now, and I'm glad that his time has come. <small>(",0.325,0.6333333333333333
"Yessssssssssssssssss. ~  <font color=""#F09"">Amory</font><font color=""#555""><small> ''(",0.0,0.0
seems fine. -,0.4166666666666667,0.5
,0.0,0.0
"<span style=""text-shadow:grey 0.118em 0.118em 0.118em;"" class=""texhtml"">  '''",0.0,0.0
'''+''',0.0,0.0
,0.0,0.0
Pending the answer to NYB's question. The issue with !votes/comments at AfD are a not insignificant concern.,0.0,0.0
'''Neutral'''. There are enough dodgy AfD !votes to make me hesitant to endorse CSD deletion tools. Content creation is mediocre.,-0.25,0.75
"'''YESS!!''' <font face=""Arial"" size=""2em"">&nbsp;—&nbsp;",0.0,0.0
"'''<font color=""navy"">",0.0,0.0
"255 edits to his FA, which is well-written. Reasonable amount of article writing. Arbcom Clerk, and a clear net positive. '''",0.1318181818181818,0.3821969696969697
,0.0,0.0
knows what he is doing --,0.0,0.0
Solid contributions to the encyclopedia.,0.0,0.1
"'''Dub thee administrator'''. Arbcom clerks need the keys to Heaven and Hell, and if my memory is correct Lord Roem has been honourable and efficient as a clerk. My previously stated concerns about his editing experience and about his writing standard English have been addressed by sustained editing projects focused on quality articles. <small><span style=""border:1px solid black;padding:1px;"">",-0.041666666666666664,0.06666666666666667
Fuck yes.,-0.4,0.6
Same as last time.,0.0,0.09583333333333333
'''Abso-fricking-lutely!''',0.0,0.0
"A sure no-brainer. <font color=""#151B8D"">'''",0.5,0.8888888888888888
Should've been the first time.,0.25,0.3333333333333333
—,0.0,0.0
"{{ec}} <font face=""trebuchet MS"">- [[User:Filelakeshoe|filelake]][[User talk:Filelakeshoe|<font color=""#0B0"">shoe</font>]]",0.0,0.0
Ja.,0.0,0.0
"Clueful, intelligent guy. Knows what he's doing. I have no concerns. <font face=""Verdana"">",0.8,0.9
"Seems to be OK, although I am worried about the number of edits since the previous RfA.",0.16666666666666669,0.3333333333333333
"Absolutely. Worked with him on arbcom clerks, completely trust him. <small>(",0.15000000000000002,0.65
'''Yes'''. Learns from mistakes. Willing to help out. ''',0.25,0.75
No obvious issues.--,0.0,0.5
--,0.0,0.0
,0.0,0.0
,0.0,0.0
"I apologise for being blunt, but, unfortunately, there is no gentler way to express my opinion. In the end, adminship comes down to trust and I don't trust you with a mop. I have witnessed the way you clerked Fae's case and, in my opinion, in some cases you did not act in a neutral fashion, but simply chose to side with the ''popular guys''. Flaiano once wrote ''Italians are always ready to run to the rescue of the winners''; my fear is that, as an admin, you would do the same. On top of that, I get the feeling that you've been trying to tick all the right boxes to get the mop. For these reasons, I don't believe you should be made an admin. Disclosure: I was peripherally involved in the cited ArbCom case though I have a strongly held view regarding the issue. <span style=""text-shadow:grey 0.118em 0.118em 0.118em;"" class=""texhtml"">  '''",0.15149911816578485,0.5488977072310406
"Agree with Dennis Brown, though I don't think waiting a bit would change my opinion. The populist politics are concerning, but not all that trouble me about this candidate. I like to see significant content contributions from admins. Some like to see FAs or GAs. I personally think FA/GA can be more about proper formatting rather than writing a comprehensive encyclopedia article, but it usually shows how one responds to criticism. FA/GA at RfA ''should'' be about two things: showing that actual writing of the encyclopedia is a top priority and showing collaboration with other users. The FA/GAs appear to have been written out of a desire to pass RfA (and subsequent Arbcom). Further, they were written entirely by Lord Roem and show no collaboration with others. The topics were simply not interesting enough for anyone else to even start a stub on the topic.[http://toolserver.org/~daniel/WikiSense/Contributors.php?wikilang=en&wikifam=.wikipedia.org&grouped=on&page=Taylor_v._Illinois] In [[Taylor v. Illinois]], there are 3 listed references plus the primary source opinion/judgement/ruling/whatever. One of the references (Stocker) is used only once, one (Atkinson) is used 12 times, and the third (Heiderscheit) is used 5 times. Basically, this ""good"" article is based on one source. But there are so many <nowiki><ref></nowiki> tags thrown in there it appears as if the article is well sourced. This isn't to say the article is not needed on Wikipedia, but it does show that you are more interested in ticking off the boxes needed to make a Good Article rather than writing a good article. The same argument goes for the FA written by Lord Roem, and probably the other content contributions though I haven't looked in-depth. -",0.16699999999999998,0.42699999999999994
"'''Neutral''' It's looking like you'll get the bit, but you must remember to remain neutral in situations.",0.0,0.0
"Strongly, would have gladly nominated him myself if I knew he was interested in RFA.",0.39444444444444443,0.7444444444444445
Definitely. Mattythewhite brings a diverse range of experience and would be very helpful as an administrator.,0.1,0.4
"<span style=""text-shadow:grey 0.118em 0.118em 0.118em;"" class=""texhtml"">  '''",0.0,0.0
{{pro}} --,0.0,0.0
"No red flags and good record. While I don't think there's a strong need for the tools, I think he'll be a net positive. <b>",0.2721212121212121,0.3757575757575758
,0.0,0.0
"I am not seeing any reason for the editor not to get the Admin tools, however, I would have preferred that the editor give a better conflict of interest statement, especially in regards to ""external relationships"" which may trigger potential COIs in the future. Otherwise, the single block the editor has had was a long time ago, and the editor has contributed positively to Wikipedia as evident by the numerous GAs, and FAs that the editor has helped promote.--",0.08558441558441558,0.46347402597402604
"'''Yes'''. <font face=""Arial"" size=""2em"">&nbsp;—&nbsp;",0.0,0.0
"'''Absolutely''' - Outstanding work in a popular area of the project, no issues.",0.55,0.8875
-- <b>,0.0,0.0
"User wishes to work at AfD, but I cannot find one instance within the last year where they provided a rational that wasn't basically ""Fails WP:GNG and WP:NFOOTBALL"". Piling on delete votes on obviously non-notable football players at AfD does not show ability to interpret deletion policy. I'm also concerned that in X years and Y edits, you're only able to point to one article in Q2. (Granted it asks for the best, but you provided more than one example.) (See [[User:Nathan Johnson/dissent|On dissent]]) -",0.21428571428571427,0.47023809523809523
,0.0,0.0
,0.0,0.0
'''Based on the lightweight AFD work'''.  Part of being a good writer is doing research.  Rubber stamp AFDs don't show evidence of researching and bringing in new insights.  The analysis above is quite good.  (I am not taking into account the crits on grammar or topic emphasis).,0.38409090909090904,0.4386363636363637
Per answers to the questions and areas of interest.,0.0,0.0
"Recently came across this editor in an article RFC; she displayed exemplary character and calmness, willingness to discuss and answer questions (actually past the point of IDHT on the part of the other party). Seems to have a good grasp of policy.",0.08124999999999999,0.36875
--,0.0,0.0
"'''Indeed'''. <font face=""Arial"" size=""2em"">&nbsp;—&nbsp;",0.0,0.0
Don't see why not. &ndash;,0.0,0.0
,0.0,0.0
No reason not to. Miniapolis would likely do a great job.,0.4,0.875
"Yeah, no concerns here, and she sounds very nice. AfD experience looks perfectly sufficient to me. ''",0.89,1.0
"Net positive <font color=""00ff00"">",0.11363636363636363,0.2727272727272727
"Long-term, trustworthy editor who will move cautiously into administrator areas so she learns as she goes? Yes please.",0.0,0.0
"'''Neutral''' - lack of experience in certain areas. Among first areas to get involved she mentioned ANI and AfD, but 23 AfD votes is quite limited amount, and as far as I can see she has never edited/commented on ANI up to now. Also she doesn't seem to have been involved in any prolonged discussions on article talk pages, highest number of talk page edits are 11 and 7 but these weren't proper discussions, and the rest are all 5 and below. On other hand, I fully approve her copy editing contributions and find it unlikely that she would cause serious problems as admin. So neutral it is.--",-0.058184523809523804,0.46116071428571426
"'''Sweet kid, but light on the writing'''.  If you pass, then go easy on the banhammer and the dramaz for a while (forever works too).  And spend more time writing (actual writing, not comma-fixing).  If you get dinged, then don't let it bring your spirits down.  This place can be stressful.  Just spend more time and you'll breeze through on the next one.",0.2534722222222222,0.4465277777777778
"'''Neutral''' Would like more experience, but you don't seem like the type that would do anything rash either.  I like that you are willing to learn, e.g. Dennis Brown's discussion above about participating instead of closing close AfDs.  For Q12 re: BLP, you did not mention [[Wikipedia:Proposed deletion of biographies of living people]].  If this RfA is successful, keep in mind that you don't have to close AfDs.  I've been a mop for almost 6 months and have yet to close one.  For myself, I've found participating in AfDs to make the consensus obvious to the closer more rewarding (so far).—",0.35714285714285715,0.6142857142857142
I saw this RfA coming a mile away. It's finally a reality. Outstanding candidate.,0.25,0.9375
"Absolutely. I [[User_talk:Mkdw/Archive_2#UBX|offered]] to nominate about 6 years ago, so I definitely think he's ready now :) ~",0.225,0.725
"'''I just deleted something he nommed for CSD, stop wasting my time and do it yourself already'''  There are some answers here that strike me as a tad odd, which is why I've held off until now, but diversity in opinion is a valuable thing and I don't need to agree with something to think s/he would make a good sysop.  I think Mkdw will overwhelmingly continue to do good work for the project and am happy to see him with more ways to do that. ~  <font color=""#F09"">Amory</font><font color=""#555""><small> ''(",0.5055555555555555,0.6583333333333333
Another thunk-he-was. Admirable candor in responding to an excessive degree of questioning.,-0.25,1.0
,0.0,0.0
"Yes. <font face=""Arial"" size=""2em"">&nbsp;—&nbsp;",0.0,0.0
Candidate is clearly trustworthy and competent.,0.3,0.5249999999999999
"Proudly, as the nominator.",0.8,1.0
"I was supposed to be the other nominator with Go Phightins but I couldn't write an extremely detailed nomination because of school and stuff. Nthep fully qualifies my strict criteria for administrative status. His help in the Teahouse shows a calm demeanor with newer editors that is sorely needed in the administrative ranks. He also has a clear need for the tools as more of a cleanup type editor, so I trust him in doing tasks such as CSD.",0.19583333333333333,0.5430555555555555
'''Sure''' -,0.5,0.8888888888888888
"We need more admins dealing with copyvios! Many admins simply don't have the experience and the knowledge in that (not that easy) area! <small style=""font: 12px Courier New; color: #000000; display:inline;border:#009 1px dashed;padding:1px 3px 1px 4px;background-color:#fff"">",0.36060606060606065,0.529004329004329
,0.0,0.0
"Yo. <font color=""#151B8D"">'''",0.0,0.0
,0.0,0.0
"The candidate seems competent but I would like to see a few Q&A's before making a decision.  <small>(IP24 whoever you are, I'll remove this when I'm ready)</small>",0.15,0.3833333333333333
"'''Neutral'''. I would have liked to see a more positive response to question #9, especially a declared intention to increase edit summary employment to virtually 100% in the future, at least outside of Nthep's own user space. Nthep might have offered to turn on the warning message in user preferences.",0.20340909090909093,0.5525568181818181
As nominator,0.0,0.0
"Strongly, a very valuable editor who done more to the project, with a few exceptions. His Wikipedia Library project is just truly exceptional and has helped so much content creators build an encyclopedia. Obvious needs for the tools.",0.22777777777777775,0.43333333333333335
"Good work on [[Julian Assange]]'s talk page. Seems familiar with policies and writes clearly. Writes on talk pages of serious writers covering current events. Andy the Grump can tell us how to vote. <small><span style=""border:1px solid black;padding:1px;"">",0.1402777777777778,0.44166666666666665
"Per nominator, great editor. --",0.8,0.75
"<small style=""font: 12px Courier New; color: #000000; display:inline;border:#009 1px dashed;padding:1px 3px 1px 4px;background-color:#fff"">",0.13636363636363635,0.45454545454545453
Good editor.,0.7,0.6000000000000001
A very strong candidate. - Dank (,0.5633333333333334,0.9533333333333335
Seriously impressed by the clarity of Ocaasi's posts. I think Ocaasi will make a great administrator. ''',0.9,0.875
"I was aware that Ocaasi had not already been granted the sysop bit, but that's only because I had to keep reminding myself of this fact. I've encountered his name plenty of times through my involvement with articles relating to the [[Arab Spring]], and he's always come across as a voice of reason in discussions. He will make an excellent administrator.",0.4166666666666667,0.75
No qualms. —,0.0,0.0
"No concerns. '''<font color=""navy"">",0.0,0.0
"Ocaasi does good work on wiki and off. He will be a fine admin. <font face=""Verdana"">",0.5583333333333333,0.55
'''Supprt''' - Looks good.,0.7,0.6000000000000001
Absolutely.,0.2,0.9
,0.0,0.0
,0.0,0.0
,0.0,0.0
'''Phew'''. I'm far to inactive. I nearly missed this.,0.1,0.7
"I recognize this username, and I've hardly edited in two years. Solid work behind the scenes. Admin material without a doubt. Good luck!",0.04583333333333334,0.48541666666666666
'''Suppor''' - don't even have to check anything here. Ocaasi has always struck me as an excellent and responsible contributor. -,0.6,0.775
"Candidate's talk page is a pointlessly disorganized mess, and the light amount of traffic there indicates the messiness might discourage communication. Candidate looks strong in other areas, but talk page is one of the very basics; it has to be easy to use.",0.13095238095238096,0.5166666666666667
"Not entirely satisfied with the answer to Q8, particularly with respect to the answer to Q9 and the ""Articles created""  list generally.",-0.011111111111111108,0.611111111111111
"Don't really have an opinion on this, but I think it is clear this RFA isn't going to fail so can't a crat close this already?--",-0.06666666666666667,0.29444444444444445
Absolutely.,0.2,0.9
''',0.0,0.0
'''Yes''' - impressive answers to questions above; no red flags here.,0.3333333333333333,0.3666666666666667
,0.0,0.0
Very qualified candidate - should be a great admin. –,0.5,0.525
"I wasn't planning on participating in this one, but I do like the question answers. ''",0.0,0.0
answers to questions are underwhelming. -,0.0,0.0
"'''Neutral''' I've always found him to be clear and cordial, and wish him the best on his imminent approval.  I did notice in the past that he his AfD !votes involving [[quarterback]]s in [[college football]] leaned on the more liberal side when only trivial/routine coverage existed at [[Wikipedia:Articles for deletion/Jordan LaSecla]], [[Wikipedia:Articles for deletion/Myles Eden]], and [[Wikipedia:Articles for deletion/Dale Rogers]].  I trust he would be able to read consensus and avoid a [[WP:SUPERVOTE]], or just stick with participating and not closing in these rare cases. His general track record seems excellent otherwise.—",0.3486111111111111,0.6064814814814815
"I'm not convinced a calm, mature, educated, nondramatic grownup will fit in with the rest of us, but it's worth a shot I suppose. --",0.275,0.3375
"The interactions I've had with RM lead me to believe that he'll(?) be a good addition to the admin corps. <span style=""font-family: Lucida Calligraphy"">",0.7,0.6000000000000001
Per all above.,0.0,0.1
"Longterm user with a clean blocklog and quality contributions, deleted contribs look good too. ''",0.5333333333333333,0.6500000000000001
"Per Floq. ~  <font color=""#F09"">Amory</font><font color=""#555""><small> ''(",0.0,0.0
,0.0,0.0
"As nom, 41 comments late, opps.",-0.3,0.6
,0.0,0.0
,0.0,0.0
-,0.0,0.0
"I recently found RockMagnetist to be collegial and intelligent while working out a perplexing problem at [[Talk:List of lakes by area]], the discussion spilling over to the associated [[Lake Michigan–Huron]] talk page. I trust him to keep a level head.",0.4,0.575
"I intend to co-nominate as well, but I'm trying to make a deadline, so it will be a few hours late. '''",-0.25,0.35
"Secret is a user who has been around a while, and I have full faith in his capabilities to be an effective admin here. He's a terrific article writer, and has shown he can work cooperatively with other users. Although he has been subject to some controversy in the past, I'm confident that those issues are resolved, and I believe that they would not hinder his ability to operate as an administrator. The main question here is: do we trust Secret to be an administrator? I'm sure I speak for many of us here when I say '''yes'''. <small>(",0.10625,0.605324074074074
"Over the course of years, he has shown us that he is experienced and capable, and I have no qualms to letting him use a few extra tools. This wiki is slow to forgive, but I hope we can, over here. <span style=""font-family:Euclid Fraktur; background:white;"">→[[User:Σ|<font color=""#BA0000"">Σ</font>]][[User talk:Σ|<font color=""#036"">σ</font>]][[Special:Contributions/Σ|<font color=""#036"">ς</font>]].&nbsp;<small>(",0.1,0.38
Per Miniapolis. --,0.0,0.0
"I really don't see any major problems. <font color=""00ff00"">",0.13125,0.35
"While I do have some reservations, in the end I believe that Secret was a capable, and IMO ''good'' administrator when he had the tools the last time.  I believe his use of the tools was a net benefit to the project and I'm willing to accept his offer of help again.  I do wish him the very best with his health issues, but it is not my remit to ""take care of him"".  I've also double-checked their previous administrative actions and feel comfortable with his use of the tools.  If he feels up to the task, then I trust him to use the tools wisely. — <small><span style=""border:1px solid #000000;padding:1px;""><b>",0.24393939393939396,0.443030303030303
"Per TParis and more so Fluffernutter. We all endeavor to become better people, to move on from our mistakes, and Secret is doing that with this RfA. --",0.19999999999999998,0.5666666666666667
"I have every confidence that giving Secret the tools will be, on the whole, a net benefit to the encyclopedia. It's also a benefit that he's been an admin before, in my opinion. Health related issues here do not concern me, and I believe that the high number of RfAs Secret has undergone shows nothing more than an intense drive to further help the project. [[User:Ks0stm|<font color=""009900"">'''Ks0stm'''</font>]] <sup>([[User talk:Ks0stm|T]]•[[Special:Contributions/Ks0stm|C]]•[[User:Ks0stm/Guestbook|G]]•",0.028888888888888884,0.5266666666666667
"Adminship is [http://nostalgia.wikipedia.org/wiki/Wiki_Administrators no big deal (I like the old link)].  Everyone seems to agree that Secret has the best interest of the project at heart.  I've seen some suggestions that Secret should find a new ''hobby'', aside from WP -- I disagree.  Whether admin or not his hobby is currently a strong net positive to the project, and I appreciate the effort he puts in.  He was a fine admin before, and would be one again.  The simple fact is that all admin actions, especially from admin who have a history, are among the most highly scrutinized changes in the project and I have no fear that his work will easily survive such scrutiny.",0.1629356060606061,0.4977380952380952
Welcome back. —''',0.4,0.45
My opinion on this is a Secret. --''',-0.4,0.7
Per Floq. -,0.0,0.0
This user's emotional response to the last RfA tells me that he does not have thick enough skin to be an admin.,-0.075,0.42291666666666666
Way too many areas of concern with this candidate. Based on the available background I cannot see that the potential benefit outweighs the fairly obvious risks.,0.225,0.6
"This is a tough one, which is why I think I skipped voting on the previous RfAs (although I believe Jaranda was an admin before I began editing and was eligible to vote). Basically, opposing per the comments Flo made above. Great user, obviously deeply dedicated to Wikipedia, probably not ideal for an administrator.",-0.03425925925925926,0.5416666666666666
"'''Sorry, But No'''. This RfA reminds me of that famous quote about doing the same thing over and over and expecting a different result. And as the tenth RfA, the editor's obsession with obtaining administrator responsibilities is embarrassing.",0.0,0.68125
"Can't decide. Secret seems to be a hard-working and all-round nice guy... until things happen that go against him, and he is prone to flip out. I'm just concerned that, if he were to crack while in possession of the mop, things might get messy. —",-1.850371707708594e-17,0.7000000000000001
"Not often I end up in the neutral section. My impression of Secret is that they are a solid editor, with a good degree of experience. Overall, I have a good impression of his editing over the past 12 months; however, there is just too much history for me to feel comfortable that he will cope with the pressures of adminship again. Tricky one...",0.16875,0.40625
"'''Neutral'''. Secret has many good contributions, including previous administrative actions. However the scale of the previous problem is too large too ignore, not least because of the stress to Secret himself. Despite Secret's assurance that his illness is controlled, this will always be a sword of Damocles for him, and may even be quoted against him during conflicts.",0.0034391534391534392,0.4846560846560846
,0.0,0.0
"'''Neutral''' - Ten tries at the brass ring is too many, but I'm satisfied that this is a good person and will thus attenuate my grumpiness...",0.32,0.5
"I trust him to do a good job. <span style=""font-family: Lucida Calligraphy"">",0.7,0.6000000000000001
"Yes! <font color=""00ff00"">",0.0,0.0
--,0.0,0.0
,0.0,0.0
would prefer more content experience. but [[User:Keeper76/Write Right]] and all... -,0.39285714285714285,0.5178571428571428
,0.0,0.0
,0.0,0.0
"tco addressed some problems. The statement about a fa prerequisite suggests maturity and factual concerns. <small><span style=""border:1px solid black;padding:1px;"">",0.0,0.1
"'''Neutral'''. As I vote based on actual interaction with an editor, since I have never interacted with this editor at all in the past, I have to vote ""Neutral"".",-0.125,0.175
As co nom,0.0,0.0
