username,total_score
Crosstemplejay,887
Crum375,959
Cryptic,"1,075"
Crystallina,766
Cspurrier,563
Cuddlyable3,524
Cumulus,385
Curb,N/A
CutOffTies,"1,031"
Cwmhiraeth,"1,155"
Cyberjunkie,102
Cyclonenim,890
Cylonhunter,368
Cyopardi,392
Czar,"1,001"
D-Day,711
DAAdshead,N/A
DBigXray,N/A
DCUnitedFan2011,552
DESiegel,"1,039"
DG,119
DHMO,100
DIREKTOR,406
DMighton,901
DS1953,713
Da,N/A
Dacodava,N/A
Daeron,516
Daicaregos,677
Dalbury,103
Dan,N/A
DanKeshet,563
Dance,110
Dangerous-Boy,793
Daniel5127,778
DanielES15,200
Danielkueh,516
DanishWikipedian,355
Danny,882
Dar,N/A
Dariusk,482
DarkJak495,262
DarknessLord,556
Darkwind,"1,205"
Darwinek,N/A
Dave,596
Davemeistermoab,118
Daveydweeb,674
David618,N/A
DavidLevinson,862
Davidcannon,925
Davidp,429
Davis160,519
Dawson,699
Dbenbenn,736
Dbraceyrules,N/A
Dcabrilo,576
Dcollins52,285
DeLarge,710
Deadkid,100
Deathlaser,103
Decker41811a,122
Decumanus,816
Deenoe,707
Defender,N/A
DeirYassin,604
Deli,N/A
Delta,N/A
Demicx,510
DemosDemon,573
Denis,101
DennyColt,836
Dep.,N/A
Dereks1x,469
Dervish,N/A
Desiphral,617
Deuterium,539
Dferg,N/A
Dhaifley,367
Diablo-D3,419
Diceman,644
Die4Dixie,467
Diez2,N/A
Digitalme,730
Diligent007,253
Ding,100
Dipankan001,977
Disco,N/A
Dissolve,781
DixiePixie,394
Djmckee1,544
Dlodge,618
Dman727,522
Dmsar,559
DocDeel516,103
Doctorfluffy,707
Doh5678,641
DollyD,398
Dominik92,888
Don't,100
Donarreiskoffer,654
Donner60,N/A
Doradus,621
Doric,N/A
DoubleBlue,987
DougsTech,707
DoxTxob,725
Dpotop,583
Dr.K.,"1,145"
DrBat,797
DrZoidberg,246
Dragomiloff,637
DragonflySixtyseven,"1,109"
Drawn,N/A
Dreaded,100
Dreamafter,669
Drewcifer3000,682
Drjmarkov,664
Drn8,525
DropDeadGorgias,826
Ds.mt,387
Dtbohrer,102
Ducknish,960
Duke53,531
Duncharris,801
Durin,904
Dusti,"1,167"
Dvyost,636
DwayneFlanders,100
Dycedarg,749
Dynaflow,932
E,107
EDGE,524
EKN,371
EWS23,912
Eagles247,"1,281"
Earl,N/A
Eastlaw,940
Ebe123,957
Eclecticology,671
Ed,720
EdChem,821
Eddideigel,641
Edgarde,949
Edison,"1,030"
Editor,N/A
Edivorce,655
Edward,892
EdwinHJ,N/A
Efansay,369
Egil,929
Einsteinewton,547
Ejm546,114
El.Bastardo,427
Elaragirl(AWB),324
ElectricRay,579
Elektrik,134
Elephantus,445
Eliade,455
ElinorD,858
Eliz81,"1,105"
Elliskev,748
Eluchil,541
Emc2,674
Emperor,802
Emufarmers,729
EncephalonSeven,446
Endroit,769
EnglishEfternamn,562
Enochlau,919
Eoghanacht,714
Epipelagic,993
Eraserhead1,"1,007"
Eric-Wester,737
Ericorbit,"1,003"
ErikNY,631
ErrantX,976
Esoglou,596
Essexmutant,773
Estel,100
Eternal,447
EtonLibrarian,133
Eupator,668
Euryalus,"1,300"
Ev,790
Evanwohrman,N/A
Everyking,N/A
Evilphoenix,832
Excaliburo,357
Exir,224
Explodicle,N/A
Extranet,N/A
Eye,N/A
Ezratrumpet,602
FD,115
FRS,637
Fabricationary,782
Fae,175
Fainites,708
Faizan,939
False,N/A
Fantasy,628
FastLizard4,728
Father,N/A
Fayenatic,100
Fedayee,674
Feldspaar,314
FeloniousMonk,821
Ferdiaob,657
Fetchcomms,"1,103"
Ffirehorse,582
Filll,729
FinFangFoom,583
Finell,794
Finn,N/A
FireFox,N/A
Firefly322,627
First,102
FisherQueen,"1,034"
Fjmustak,645
Flaminglawyer,N/A
Fleetflame,736
Flffy'd,604
Floating,N/A
Floquenstein's,N/A
Flowerparty,755
Fluit,N/A
FlyingPuppy2,145
Fnlayson,932
Folantin,658
Ford,509
Forever,N/A
Forty,108
Fox,"1,113"
Fr33kman,831
France3470,904
FrancoGG,646
FrankZappo,257
Frcm1988,610
FredZ,587
Fredwall,252
Freestyle.king,113
Frenchman113,614
Frickative,779
Friejose,645
Fritzpoll,862
Fropuff,655
Frutti,N/A
Fuhghettaboutit,"1,041"
Func,806
Funnybunny,744
FusionChamber,105
Futurebird,752
Fvw,942
G-Dett,634
GB,N/A
GFHandel,706
GJGardner,424
GRB1972,507
GT,100
GabeMc,766
Gadget850,797
Gaijin42,"1,059"
Galloglass,686
GamerPro64,824
Ganeshk,883
Ganryuu,705
Gardener,N/A
Garglebutt,639
Gary,"1,132"
Gateman1997,809
Gavia,N/A
Gazimoff,850
Gdk411,558
GeeAlice,422
Gene,482
GeneralPatton,680
Genius101,706
Geocachernemesis,N/A
Geologyguy,616
GeorgeStepanek,705
GerardM,782
Getcrunk,670
Ghakko,532
Ghostieguide,611
GiantSnowman,N/A
Giftlite,730
Gilderien,832
GilliamJF,100
Gimmetoo,518
Ginsengbomb,934
Glacier,N/A
Gleng,527
Gnanapiti,702
Gnusmas,491
Gobonobo,"1,200"
GofG,N/A
GoldFlower,471
Goldkingtut5,542
Gonzonoir,877
GoodDay,N/A
Goodvac,930
Gordonofcartoon,734
Gosox5555,737
GrWikiMan,528
Grafikm,101
Gran2,846
Grant65,862
Gray,100
GreatOrangePumpkin,105
GreenGopher,458
Greeves,713
Gregg,100
Greman,N/A
Gretnagod,N/A
Griswaldo,631
Grondemar,"1,010"
Ground,619
Grue,665
Grutness,N/A
Grön,560
Gtrmp,729
Guerilla,N/A
Guitarist6987876,243
Guoguo12,922
Gustuv,374
Guyinblack25,821
Gwen,N/A
Gwib,518
Gzkn,718
H2g2bob,804
HB4026,N/A
HJ,103
HResearcher,672
Habj,647
HaeB,959
Hahc21,111
Hairrr,102
HalfOfElement29,422
Halosean,480
HammerHeadHuman,522
Hannah,N/A
Haploidavey,851
Happyandrew1994,241
Harej,"1,054"
HarlandQPitt,838
Harrias,"1,014"
HarryCane,668
Hasteur,"1,030"
Haveaquestion,156
Hawkey131,315
Haza-w,753
Hbdragon88,826
He,N/A
Heatherawalls,857
Heights,666
HelenKMarks,558
Hello,100
Hemanshu,783
Hendry1307,N/A
Henrygb,717
Herbythyme,678
HermesBot,N/A
Herostratus,"1,112"
Hetar,752
Heymid,893
Hi878,719
Hiding,"1,053"
HighwayCello,756
Hillock65,637
Hirohisat,798
Hiteshrajbhagat,140
Hmrox,798
Hobit,827
Holdenhurst,530
HolyRomanEmperor,232
Honcharov,100
Hoopydink,N/A
Hornandsoccer,570
Hosedeck,172
Hotwiki,"1,046"
HowardBerry,639
Hpnadig,N/A
HubmaN,506
Huldra,"1,101"
Humus,N/A
Hurricane111,719
Husnock,749
Hydriz,723
Hysteria18,N/A
I-20,103
IAMTHEEGGMAN,530
IDangerMouse,453
IJA,910
IMeowbot,638
ISOLA'd,N/A
Iainscott,552
Ian,127
Ianbrown,111
Ice,270
Icelandic,N/A
Icez,448
Ideogram,644
Igman,135
Igorwindsor,N/A
Ikip,765
Illyria05,530
Ilyushka88,849
Imdanumber1,N/A
Imoeng,640
Imperialles,437
Improv,810
InShaneee,880
Indon,829
Infophile,501
InkQuill,569
Inkypaws,651
Interesdom,432
Intothatdarkness,726
Ip,N/A
Iridescence,635
Irishguy,915
IronBreww,102
Ironholds,"1,008"
Isaiahcambron,587
Ish,124
Islami,450
Isomorphic,738
It's-is-not-a-genitive,718
Itamar,425
ItsZippy,"1,149"
Ivygohnair,605
J-V,N/A
J.delanoy,N/A
JB50000,490
JCO312,768
JDDJS,"1,200"
JFreeman,717
JIP,"1,007"
JMBell,450
JPD,838
JROBBO,N/A
JTRH,580
Jab843,932
Jacina,327
JackLumber,714
Jacklee,701
Jacob1207,667
Jag123,547
Jake,249
Jaksmata,786
James086,"1,002"
JamesR,932
JamieJones,606
January,"1,171"
Jareth,N/A
Jasabella,374
Jasper,530
JavMilos,412
JavierMC,851
Jay-Sebastos,905
Jayanthv86,425
Jayron32,"1,248"
Jbeach56,101
Jc37,947
Jclemens,"1,019"
Jd2718,700
JeWay,221
Jebus989,104
Jedi6,773
Jeff503,475
Jeffwang,606
Jeni,953
Jennie--x,103
JeremyA,879
Jerry,992
JesseW,955
JetBlast,818
Jfdwolff,956
Jgp,758
Jheald,838
Jigglz2003,245
Jimbo,N/A
JimmySmitts,361
Jitse,N/A
Jjjsixsix,608
Jmanigold,483
Jmount,349
Jniemenmaa,616
JoanneB,912
Jodmar,473
Joe9320,516
Joefromrandb,932
Jogers,713
John24601,612
JohnHWiki,722
Johnleemk,"1,001"
JohnnyB256,657
Johntex,856
Jon,106
JonasWarding,N/A
Jondel,870
Joolz,723
Jordan,N/A
Josh,105
JoshuaZ,"1,063"
Joturner,N/A
Jovin,N/A
Jpbrenna,708
Jrcla2,N/A
Jrphayes,634
Jsfouche,860
Jtdirl,935
Jtrost,726
Jubileeclipman,650
Julia,N/A
Julius1990,415
JuneGloom07,"1,040"
Juppiter,565
Justallofthem,553
JustinHall,617
Juthani1,103
Jyril,745
K.,N/A
KATANAGOD,611
KHM03,659
KNewman,728
KTC,"1,166"
Kaganer,694
Kaihsu,872
Kakama5,258
Kaldari,992
Kamikaze,488
Kandal,N/A
Kanonkas,"1,095"
Karada,907
Karenjc,817
Karmosin,618
Kashk,612
Kate,672
KathrynLybarger,694
Kazak,543
Kbthompson,856
Keakealani,623
Keepcalmandcarryon,565
Kefalonia,465
Keithlaw,N/A
Ken,122
Kennytran4,119
Kensplanet,636
Kertrats,480
Kevinalewis,812
Keytar,N/A
Khanaris,443
Kheider,826
Khukri,814
Kiefer.Wolfowitz,831
Kijog,450
Killervogel5,"1,010"
Kim,N/A
Kin,100
Kingboyk,"1,016"
Kingturtle,"1,159"
Kirill,N/A
Kizzle,636
Kl4m,668
Klonimus,684
Kmweber,755
KnowIG,647
Knowledgekid87,"1,125"
Knucmo2,775
Kohoutek1138,730
Komdori,483
Korath,731
Kosebamse,709
Kpavery,313
Kramden4700,464
Kraxler,801
Krich,736
Krugs,327
Ksy92003,629
Kubigula,104
Kukini,871
Kungfuadam,913
Kurtis,891
Kusma,"1,221"
Kwame,100
Kwsn-pub,346
Kyo,N/A
Kékrōps,103
L1AM,N/A
LAAFan,954
LOTRrules,551
La,100
LadyofShalott,"1,157"
Lakhim,478
Lambdoid,507
Landon1980,629
Lantoka,N/A
Larry,N/A
Latinus,N/A
Law,813
Lbbzman,709
Ldingley,512
Leahtwosaints,615
Lectonar,"1,195"
Leebo86,N/A
Legionarius,679
Leibniz,602
Leithp,931
Lentower,810
Leonard,N/A
Lesfer,701
Leszek,15
Lettik,300
LeyteWolfer,843
Liempt,536
Liftarn,882
Ligulem,744
Lima,587
Lincalinca,N/A
Lingeron,456
Linuxerist,555
Lipsticked,N/A
Lisathurston,N/A
Little,N/A
Littledanno,254
Livitup,882
Lmc169,493
Locke,0
Logical,105
Lollipop,526
LonelyBeacon,844
Loom91,667
LordKenTheGreat,426
LordViD,651
Los,N/A
Lothar,100
LoveMonkey,713
Lowellian,908
Lst27,522
LucerneWorker,130
Lucille,N/A
Luckyherb,554
Luffy487,668
Luis1972,368
Luke,522
Lulu,146
Lupin,873
Lvhis,527
Lykantrop,N/A
M,100
M.nelson,794
MARMOT,268
MCB,863
MITB,124
MMAfan2007,491
MRSC,859
MWACHTENDONK,116
Mabm,333
Macedonia,533
Macropode,422
Madcoverboy,926
Madman2001,746
Magalhães,591
Magog,100
Mail2amitabha,607
Majoreditor,719
Makuro,173
Malcolmxl5,"1,300"
Malick78,766
Mallanox,742
Maltesedog,712
Maneur,100
Manishearth,834
Manopingo,358
Manxruler,796
Marc,296
Marco255,502
Marcushan,313
Marek69,N/A
Marine,N/A
Mark,800
MarkGallagher,827
Markhurd,737
Markus,N/A
MarnetteD,N/A
Martial75,N/A
Martinevans123,N/A
Marty,108
Masamage,784
Masssiveego,700
Masterbobo,267
Mastrchf91,580
MathMartin,582
Mathwhiz,157
Mato,733
Matt57,615
Mattgirling,N/A
MatthewUND,800
Mattisse,721
Mattythewhite,N/A
Mav,827
Max24,861
Maximillion,N/A
Mayalld,"1,007"
Mbc362,606
Mboverload,885
Mceder,659
Mcy,N/A
Mdmanser,N/A
Meegs,789
Megaman,N/A
Megistias,657
Meisterkoch,563
MelbourneStar1,105
MelissaC1993,140
Memetic,N/A
Meni,N/A
Mephistophelian,N/A
Merope,821
Meshach,646
Metallic95,474
Metros,100
Metta,N/A
Mgiganteus1,937
Mholland,689
Michael,506
Michaelas10,918
Michel,N/A
Microcell,103
Midhart90,655
Mifter,"1,224"
Mikaey,"1,071"
Mike18xx,715
MikeHunt35,188
MikeX,544
Mikez,534
Milant,572
Millahnna,886
Miltopia,597
Mindman1,161
Minesweeper,733
Minkythecat,773
Miquonranger03,835
Mirandargh,102
Miskin,615
MissingLinks,N/A
MisterGugaruz,545
MistyMorn,525
Mitsos,509
Mjg0503,N/A
Mkmcconn,566
Mmackinnon,510
Mmx1,N/A
MoRsE,898
Modernist,944
Mogism,N/A
Molerat,721
Moncrief,902
Monicasdude,580
Mono,972
Monsieurdl,709
Monterey,N/A
Moon-sunrise,100
Moosester,170
Mordicai,703
Morhange,N/A
Morven,920
Mountlovcen8,409
Mpolo,558
Mr.crabby,694
MrFizyx,620
MrPrada,N/A
MrX,"1,000"
Mrholybrain,616
Mrmewe,565
Mrt3366,955
Msgj,504
MuZemike,"1,201"
Mukadderat,663
MurfleMan,425
Musaabdulrashid,715
Mustafaa,785
Mwl,410
MyMii,592
Myleslong,839
Mysekurity,775
Mystìc,494
N!,N/A
NASCAR,N/A
NERIUM,523
NMChico24,853
NSR,615
NWA.Rep,N/A
Nacimota,605
Naerii,743
Nakon,"1,072"
Nanobear,N/A
Narthring,844
Nat.tang,102
Nate1481,776
Nations,N/A
Natural,N/A
Naveenpf,775
Nazli,606
Nealparr,609
Nefariousski,685
Nekami,338
NeoFreak,623
Neozoon,617
Nerdfighter,100
Netalarm,N/A
Netscott,850
Neuropedia,N/A
Neutralle,102
Nevica,178
Newport,529
Next-Genn-Gamer,N/A
NicAgent,532
NiciVampireHeart,"1,004"
NickBush24,682
Nickj,688
Nicodemus75,519
NigelJ,490
Nightbeast,3
Nikki311,878
Nileena,100
Nimbusania,623
Ning-ning,667
Niri.M,580
Niteshift,446
Niyant,102
Nlu,N/A
Nnfolz,474
NoSeptember,892
NocturneNoir,551
Noian,781
Nolamgm,569
Nomoskedasticity,905
Noommos,802
NormanEinstein,696
NorthBySouthBaranof,"1,146"
Norvy,588
Notedgrant,729
Novacatz,701
Novickas,657
NrDg,879
Ntsimp,754
Nuge,502
Numyht,626
Nutiketaiel,606
Nydigoveth,276
Nz26,708
O.Waqfi,379
Oakshade,781
ObiterDicta,706
Obtund,733
Ocean,N/A
Odd,N/A
Off2riorob,833
Ohconfucius,N/A
Okay311,115
Olando,353
Oldelpaso,861
Olessi,752
Ollieplatt,495
OmegaWikipedia,657
Omirocksthisworld,568
OnaTutors,502
Onefool,220
Onnaghar,N/A
Oo7565,915
OpenToppedBus,863
Opus,117
Orannis,544
OrenBochman,890
Orion11M87,617
Orphic,677
Orthorhombic,519
Oscroft,102
Ossified,472
Otisjimmy,115
Ottawahitech,703
Ouro,812
OwenBlacker,909
Ozgod,685
P.Marlow,642
PANONIAN,N/A
PFHLai,985
PIrish,701
PMC,110
PPGMD,516
PS2pcGAMER,815
PTSE,545
Pablo-flores,867
PaddyM,561
Paiev,543
Palapala,600
Palmiro,607
Panoptical,803
PaoloNapolitano,622
Paralympiakos,979
Parker1297,631
Parsifal,709
Pasanbhathiya2,554
PassaMethod,306
Pastordavid,747
Patken4,"1,002"
PatrickFlaherty,707
Pattersonc,555
Paulcicero,473
Pawnkingthree,879
Pcassidy,134
Peace,N/A
Pecher,622
PeeJay2K3,N/A
Pekaje,679
Penwhale,972
Perceval,742
Periklis*,464
"Perseus,",N/A
Petaholmes,N/A
Peter,828
Petergriffin9901,735
Petrb,853
Pfortuny,543
Pgreenfinch,704
Phantomsteve,"1,300"
Phenz,630
PhilKnight,"1,220"
Philipmj24,648
Philwelch,733
Phoenix7777,886
Phynicen,742
PiRSquared17,627
PiccoloNamek,633
Pierremenard,556
Pikminlover,454
Pilotguy,830
PinkAmpersand,N/A
Piotrus,N/A
Piroko,187
Pjacobi,736
Plasticup,696
Plop,524
Pmanderson,946
Poccil,759
Poetlister,110
Pointillist,988
Polaris999,627
Poli,701
Politizer,103
Polonium,605
Pomegranite,249
Pookeo9,682
Porchcorpter,777
Portillo,830
PouponOnToast,486
Pr4ever,704
Pravi,N/A
Preslethe,696
Prevert,482
Prince,N/A
PrincessofLlyr,822
Priyanath,677
Professional,N/A
ProjeX,162
Promethean,875
Proto,370
Pschemp,932
Psi,100
PubLife,517
PumpkinSky,606
Puppy,195
Purplebackpack89,984
Pusher,467
Pwqn,558
Pádraic,100
Qaz,700
Qrsdogg,642
QuagmireDog,576
QuarterZ,241
Quek157,750
Quiddity,922
QuizQuick,448
Qworty,628
R'n'B,N/A
R3m0t,714
REDYVA,450
RFenno,149
RHM22,709
RL0919,"1,154"
RS1900,604
RaNdOm26,652
RachelBrown,545
Raddude50,246
RadicalBender,778
Radman1,N/A
Ragesock,349
Rahk,100
Rainbowwarrior1977,359
Ralhazzaa,118
Ramallite,561
Ramir,486
Randella,485
RandomP,626
RandyKaelber,380
Raphael1,474
RasputinAXP,791
Raul654,"1,003"
Ravichandar84,914
Raymond,640
Rbarreira,549
Rcsprinter123,"1,178"
Readro,848
Realkyhick,"1,003"
Rebelguys2,115
Recurring,128
RedWordSmith,718
Reddi,811
Redrocketboy,539
Redvers,"1,009"
Refdoc,736
RegentsPark,"1,148"
Reinoutr,N/A
Renaissancee,765
Reo,N/A
Resident,N/A
Reswobslc,649
Rettetast,N/A
ReverendWayne,520
Revolving,100
ReyBrujo,"1,056"
Rhetoricalwater,411
Rholton,751
Ricardo,N/A
Richardcavell,"1,068"
Richiez,618
Rick,N/A
Riffic,652
Riley,N/A
RiseRobotRise,557
Rivertorch,863
Rjecina,747
Rkitko,732
Rlandmann,"1,062"
Rm,354
Rmzadeh,703
Rob,144
Robert,100
Robjp21019,248
Robster2001,557
RockMFR,899
Rockpocket,863
Rodhullandemu,972
RogMcDog,271
Rohedin,486
Romihaitza,414
Roninbk,706
Ronreed,444
Roregan,577
Rossami,855
Routerone,477
Royalbroil,"1,039"
Rray,817
Rspeer,825
Rudjek,719
Rumiton,532
Rushyo,737
Rusted,N/A
RxS,933
Ryan4314,778
RyanGerbil10,887
Ryoutou,581
S!,122
S1,100
SCEhardt,764
SG,543
SKYNET,N/A
SMcCandlish,N/A
SR,N/A
SUIT,103
Sa.vakilian,735
Sadads,"1,052"
Sahara4u,743
SakotGrimshine,596
Salih,899
Salsb,621
Salvidrim,109
Sambc,702
Samorchard,511
Samurai,N/A
Sander,100
SandyGeorgia,N/A
Santa,N/A
Sarahe,N/A
SarekOfVulcan,"1,300"
Sarvagnya,775
Sasquatch,"1,026"
SatuSuro,104
Saxifrage,845
Scarbor,168
Scharks,648
Schlitzer90,391
Schopenhauer,429
Schuym1,771
ScienceApologist,123
Scm83x,783
Scoo,594
Scott5114,"1,029"
Scottperry,706
Scray,622
Seadog.M.S,N/A
Sean.hoyland,931
Seans,0
Seattle,793
Sebesta,686
Secret,100
Seeaxid,573
Seglea,723
Selket,957
Senegal,282
Seonookim,599
Sereh888,N/A
Sergecross73,"1,019"
Sesel,902
Sethie,753
Sewing,562
Sgrayban,484
ShadowHntr,565
Shakehandsman,724
Shamir1,527
Shanner191,105
Shard,348
Shaun9876,426
Shawn,101
SheffieldSteel,848
Shenme,893
Shii,936
Shimmin,595
Shinmawa,N/A
Shirt58,"1,186"
Shoemaker's,N/A
Shorne,510
Shovon76,855
Shrike,996
Shultz,532
Shyamsunder,N/A
Siecor,111
SilkTork,"1,033"
SilverSide,N/A
SimSaladBim,124
SimonP,"1,060"
Simply,100
Singlish,N/A
Sinneed,101
Sirex98,760
Sister,N/A
Sjc,608
Skapur,665
SkepticalRaptor,638
Skinnyweed,568
Skomorokh,952
SkyWalker,682
Skyraider,524
Slash,536
Slgrandson,"1,057"
Slippered,100
Slrubenstein,781
Smallman12q,910
Smcafirst,N/A
Smiley4541,319
Smithers7,104
Smokefoot,885
Smtchahal,837
Snakes,N/A
Sneftel,626
Sniperz11,653
Snowded,877
Snuffles72,373
Soapy,N/A
SocratesJedi,707
Solar,650
