username,total_score
Cuivienen,N/A
Cunado19,588
Curps,896
Cuyler91093,N/A
Cxz111,882
Cyberpower678,"1,171"
Cyclopia,844
Cymru.lass,"1,014"
Cyp,900
Czj,711
D-Rock,605
DAFMM,498
DC,744
DCary,374
DF,N/A
DGG,N/A
DHeyward,763
DJ,155
DO'Neil,682
DS2434,498
DaBiGg3TiTaLiaNo,219
Dado,100
DaffyDuckDied,169
Dainomite,815
Dalillama,670
Dan100,968
DanThaMan17,432
Dancter,772
Dangherous,N/A
Daniel575,561
DanielEng,608
Danielrocks123,N/A
Dank,"1,041"
Dannycas,645
Dar-Ape,788
Dark,N/A
DarkVic,216
Darkoneko,603
Darrenhusted,"1,014"
Daryou,515
Dave101,669
Daven200520,764
David,100
DavidCBryant,655
DavidMendoza,473
Davidelit,998
Davidpdx,727
Davkal,419
Daycd,626
Dbiel,709
Dbratton,496
Dchall1,894
Dcshank,744
Deacon,N/A
DeadlyAssassin,862
Deathlibrarian,876
Deckiller,994
Dede2008,858
Deepak,100
Definition12,534
Deiv007,206
Delicious,100
DeltaQuad,496
Demiurge1000,787
Den,102
DenisRS,420
Dennymeta,387
Department,N/A
Derex,646
Derwig,540
Deskana,"1,072"
Dev920,776
Dffgd,653
Dhanak,100
DiamonDie,514
DickClarkMises,903
Diego,523
Diffyoeu224,109
Digwuren,680
Dimension31,500
Dinojerm,298
Dirak,446
Discombobulator,421
DisturbedNerd999,532
Djbrianuk,N/A
Djsasso,"1,149"
Dlohcierekim,N/A
Dmcdevit,102
Dmz5,655
Docboat,728
Doctree,797
Dohn,111
Dolpins,192
Dominus,893
Don'tblockme,N/A
Donatrip,302
Dontforgetthisone,643
Dorange,509
Doright,500
Doug,104
Dougweller,106
Doyley,661
Dppowell,836
Dr.Kane,222
DrBob,634
DracoEssentialis,470
Dragon's,N/A
Dragons,N/A
Drboggs,102
Dreadstar,"1,003"
Dreamspy,611
Driken,356
Drla8th!,339
Drogo,382
Dru,N/A
Dschwen,612
Dthomsen8,N/A
Dudesleeper,108
DukeEgr93,628
Dunemaire,614
Durova,"1,017"
Dustihowe,100
Dw290,208
Dweller,"1,111"
Dylan620,"1,033"
Dysepsion,814
E.,N/A
EEMIV,"1,012"
ERK,740
EZ1234,608
Eaglestorm,608
Earlypsychosis,676
EatAlbertaBeef,449
Ebyabe,N/A
Eclipsed,809
Ed!,801
EdEColbert,607
Eddie,221
Edgerunner76,490
Edit,N/A
Editor88,410
EdmundEzekielMahmudIsa,202
Edward130603,690
Edwy,656
Efcmagnew,542
Eglinton2,127
Either,N/A
Ejrrjs,616
ElAmericano,613
ElbridgeGerry,535
Electrical,101
Eleland,758
Elf,800
Elian,467
Elipongo,799
Elizium23,"1,119"
Elockid,"1,002"
Eluchil404,854
Emily,N/A
Empezardesdecero123,371
Emx,100
EncycloPetey,853
Enfcer,769
Englishrose,705
Enric,415
Eon,319
Epousesquecido,102
Erechtheus,903
EricBarbour,518
Ericthered,117
ErikTheBikeMan,849
Ertz,409
Esowteric,878
Essjay,892
EstherRice,482
Eternalsleeper,682
Etz,N/A
Euphoria,546
Eusebeus,811
Evadb,681
Evanx,493
Everyme,586
Evolver,416
Excesses,791
Exlibris,525
Exploding,N/A
Extransit,990
EyeMD,596
Eóin,931
FG,100
FT2,"1,051"
Fabrictramp,"1,160"
FaerieInGrey,682
Fair,N/A
Falcon,N/A
Falsedef,468
Fares,N/A
Fastfission,737
Fattyjwoods,850
FayssalF,"1,108"
Feddhicks,359
Felipe,N/A
Femto,882
Ferdinand,409
Fethers,524
Fg2,893
Film,N/A
FinalRapture,610
Finetooth,716
Finnancier,546
FireSpike,N/A
Firefoxman,102
FirstPrinciples,655
Fishpaste,132
Fladrif,613
Flamurai,635
Flehmen,399
Flibirigit,937
Flockmeal,598
Florentino,N/A
Flowerpotman,934
Fluzwup,672
FlyingToaster,978
Fnsnet,N/A
Folic,100
Fordmadoxfraud,"1,014"
Forgone,117
Fossa,489
Foxj,105
Fraggle81,701
Francis,N/A
Francs2000,855
Frankie,681
Freakatone,163
Fredddie,925
FreeRangeFrog,"1,094"
Freestylefrappe,713
FreplySpang,894
Frickeg,798
Frietjes,N/A
Frmatt,838
Frozen,112
Fsotrain09,659
Fullstop,720
Funeral,680
Funper,515
Fusionmix,809
Fuzbaby,573
Fys,897
G-Man,671
GBenemy,573
GGG65,429
GK,643
GRBerry,751
GT5162,639
GabrielF,863
Gadig,538
Gaillimh,626
Gamaliel,"1,106"
Gandalf61,730
Ganfon,737
Ganymead,624
Gareon,419
Garion96,939
GaryColemanFan,"1,002"
Gatoclass,954
Gaviidae,468
Gazwim,348
Gdr,820
GeeJo,764
Geneb1955,N/A
Geneviève,506
Gentgeen,845
Geoffrey,100
Geometry,0
Georgewilliamherbert,955
Gerda,N/A
Gflores,N/A
Ghirlandajo,916
Ghosts&empties,540
Giants2008,819
Giggy,836
Gilesbennett,100
GillianKirk,171
Gimmetrow,"1,040"
Giovanni33,568
Gladys,N/A
GlobeGores,786
Gnangarra,"1,131"
Go,N/A
God,0
Gogo,N/A
Goldamania,199
Goldom,886
Goo2you,424
Goodmorningworld,614
Gopal81,656
Gordonrox24,944
Gothnic,238
Grace,N/A
Graham87,N/A
Grand,N/A
GrapedApe,741
Gray62,508
GreatScott!,N/A
GreenGourd,590
Greg,N/A
Greggerr,441
Grenavitar,873
Greyhood,800
Grm,188
Gronky,719
GroundZero,189
GrumpyTroll,565
Grutter,665
Gscshoyru,763
Gtstricky,936
Guerillero,"1,197"
Guldenat,631
Gurch,"1,128"
Gutterball1219,253
Guðsþegn,N/A
Gwen-chan,551
Gwillhickers,909
Gzornenplatz,716
H3llkn0wz,104
HBow3,608
HKT,697
HWV258,102
Hackmiester,321
Haeleth,708
Hahnchen,826
HaiyaTheWin,611
HalfShadow,927
Ham,104
Hammersoft,"1,300"
Hanoi,N/A
Happenstance,102
Happyme22,845
Harikishore,102
Harlem675,562
HarrisX,251
Harryboyles,N/A
Hatmatbbat10,664
Havelock,372
Hawkeye7,"1,112"
Hazard-SJ,795
Hcberkowitz,650
Headbomb,N/A
Hectorian,676
HeimAway,326
Heligoland,108
Hello32020,793
Hemlock,108
Henna,468
Hephaestos,672
HereToHelp,775
Hermione,N/A
Herschelkrustofsky,538
Hex,"1,015"
Heywool,186
HiDrNick,754
High,N/A
Hikingdom,386
Himalayan,0
Hirohisat's,N/A
Hive001,524
Hnsampat,N/A
Hodja,N/A
Holderca1,801
HomeJames,106
Honza,105
Hoovernj,506
HornetMike,829
Hossen27,700
Houstonbuildings,435
Howcheng,N/A
Hro%C3%B0ulf,765
HueSatLum,885
Hullaballoo,N/A
Huntersquid,N/A
Hurricanefan24,520
Husond,"1,102"
Hydrogen,N/A
I,126
I.M.,N/A
IBen,108
IFCAR,551
IJzeren,N/A
INeverCry,952
IShadowed,832
Iamawesome800,103
Ian13,881
Ianlopez1115,757
IceKarma,836
Icerinkprincess,132
Ichabod,698
Idleguy,691
Ignatzmice,916
Ihardlythinkso,891
Ikiroid,810
Illythr,679
Imageboy1,374
Imhungry,401
Impala2009,708
Impi,103
ImpuMozhi,748
Inclusionist,N/A
Ineffable3000,720
Information,N/A
InkSplotch,375
Innotata,963
Interestingstuffadder,707
Introvert,648
Ipatrol,940
Iridescent,N/A
Irishpunktom,615
IronDuke,642
Irpen,816
Isarig,100
Ishdarian,860
Islander,969
Isopropyl,792
It4chi,126
Itaqallah,N/A
Itub,730
Ixfd64,"1,039"
J-stan,977
J.smith,997
JBKramer,532
JCarriker,841
JDoorjam,765
JGGardiner,502
JJJJust,669
JMHamo,N/A
JPG-GR,"1,014"
JRR,N/A
JWSchmidt,883
Jaberwocky6669,604
Jacj,661
JackLynch,N/A
Jackrm,467
Jacob696,N/A
Jaguar,N/A
Jakew,747
Jam01,576
James26,704
JamesTeterenko,971
JamieS93,"1,113"
Jaranda,N/A
Jarkeld,985
Jasenlee,512
Jasper33,706
JavaTenor,727
Javit,717
JayHenry,814
Jayden54,703
Jaysweet,809
Jbetak,N/A
Jc3s5h,968
Jcobb,499
Jdavidb,740
JeanLatore,521
Jecowa,707
Jeendan,583
Jefffire,558
Jeffwang16,152
Jenks24,"1,140"
Jenny,N/A
JeremyMcCracken,738
Jersey,N/A
Jessica,105
JetLover,919
Jfingers88,607
Jguk,802
Jhfireboy,103
Jigs41793,510
Jimfbleak,N/A
Jimmyvanthach,489
Jiuguang,0
Jkelly,926
Jmcw37,811
Jmundo,832
Jnk,587
Joanofanarchy,145
JodyB,"1,081"
JoeSmack,724
Joelr31,876
Jogloran,630
John254,892
JohnHistory,402
Johnlp,883
JohnnyBGood,589
Johnuniq,"1,067"
Jon513,832
Jonathan,103
Jongarrettuk,2
Joopercoopers,722
Jorgath,809
Joshbuddy,687
Josiah,N/A
Jouke,115
Joy,"1,035"
Jpeob,N/A
Jrdioko,627
Jsayre64,844
Jsharpminor,940
Jtkiefer,762
JuJube,"1,048"
Judgesurreal777,766
Julian,N/A
Julle,778
Junes,469
Jusdafax,"1,158"
Justanother,623
Justinc,658
Jwanders,639
JzG,N/A
K1Bond007,853
KC,N/A
KI,668
KP,120
Kaaveh,N/A
Kaguya-chan,100
Kaiser,N/A
Kakofonous,845
Kalogeropoulos,569
Kamope,N/A
Kane5187,863
Kansan,754
Karanacs,906
Karim,398
Karol,N/A
Kashwialariski,209
Katefan0,975
Katr67,116
KazakhPol,660
Kchase02,146
Keb25,608
Keeper76,865
Keilana,"1,205"
Kel-nage,545
KenDenier,504
Kenosis,N/A
KeptSouth,702
Kesac,839
Kevinwong913,N/A
Kf4bdy,727
Khaosworks,808
Khendon,547
Khvalamde,887
Kieff,102
Kikkokalabud,573
Killing,100
KimDabelsteinPetersen,715
Kinaro,617
Kingjeff,857
Kinneyboy90,553
Kirper,189
Kjetil,505
Klanda,454
Klownox,N/A
Kncyu38,N/A
Knowing,N/A
Knowpedia,698
Koavf,N/A
KojiDude,839
Kommondant,162
Korg,805
KoshVorlon,822
Kpps,130
Kranar,0
Krazycev13,116
Krimpet,103
Krystyn,102
Ktr101,978
Kubura,561
Kumioko,656
Kungming2,846
Kuru,N/A
Kusonaga,733
Kwamikagami,N/A
Kww,"1,154"
Kyoko,694
L,169
L337,N/A
LADodgersAngelsfan,N/A
LOZ:,N/A
LaMenta3,799
Lagrange613,811
Lala,N/A
Lamberhurst,688
Langloisrg,447
Lapinmies,682
LarryQ,634
Laughing,N/A
Lawlore,432
Lbmixpro,129
Ldvnsx,142
Leaky,100
Lectrice007,160
Leeboyge,270
Lego3400,520
Leibovits,212
Leland,540
Leoboudv,863
Leonard^Bloom,941
LesleyW,571
Lethaniol,636
Leujohn,739
Liangshan,N/A
Liface,749
Light,100
Like,N/A
Limegreen,667
Lincher,728
Linguisticgeek,784
Linzer2002,108
LiquidGhoul,630
Listening,N/A
LittleBenW,506
Littleolive,N/A
LizardWizard,690
Lmcelhiney,620
Lockeownzj00,615
Logicwiki,668
Lommer,629
LonelyMarble,660
Loonymonkey,824
LordNasher,215
Lordkazan,574
Lost,106
Lou,103
LoveUxoxo,542
Lowercase,505
LtWinters,458
Luci,N/A
Lucky,100
Luckytoilet,307
Lugnad,685
Luk,"1,149"
LukeTheSpook,792
Luminifer,616
Lupo,907
Lvklock,644
Lympathy,690
M&NCenarius,N/A
M1ss1ontomars2k4,808
MBK004,"1,001"
MER-C,N/A
MJ94,878
MONGO,"1,039"
MSGJ,"1,212"
MWOAP,109
MacGyverMagic,"1,034"
Mackensen,"1,021"
Macy,844
Madd4Max,362
Madrid,N/A
Magicalsaumy,566
Magpie1892,420
Mailer,N/A
Majorly,"1,058"
Malber,620
Male1979,718
Malik,N/A
Mallarme,519
Maltmomma,583
Mangoe,924
Mann,169
Mantanmoreland,657
ManymerrymenmakingmuchmoneyinthemonthofMay,500
Marciamaria,350
MarcoTolo,717
Marcusmax,874
Margana,466
Mario,N/A
Mark83,755
MarkS,682
Marknew,608
MarkusRTK,299
Marriedtofilm,590
Martijn,430
Martinp,669
Martyman,852
Masculinity,435
MastCell,"1,016"
Masterhatch,829
Matchups,751
Matheuler,264
Mathwiz2020,N/A
MatriX,552
MattWT,100
Matthead,798
Matthewedwards,814
Mattl2001,538
MauchoEagle,682
Maveric149,103
MaxPont,538
Maximus,N/A
MayhemMario,114
Mbecker,635
Mbz1,737
Mcferran,764
Mdann52,"1,191"
Mdob,565
MeegsC,836
MegamanZero,N/A
Mehran,691
Mel,100
Melburnian,973
Mellie,N/A
Memmke,376
Meno25,N/A
Mercury,133
Merorffjs,103
Message,105
Metamagician3000,802
Metros232,N/A
Metzujan,515
Mgillfr,100
Miacek,747
Michael93555,744
Michaelbeckham,N/A
MichelleG,402
Microchip08,644
Midnighttonight,639
Mig11,513
Mike,329
Mike411,516
MikeJ9919,680
Mikeage,373
Mikhailov,101
MilborneOne,"1,078"
Millosh,613
MinaretDk,367
Mindmatrix,N/A
Minfo,678
Minor4th,780
Mir,100
Mirlen,641
Miskwito,N/A
Missmarple,663
MisterHand,792
Misza13,794
Mixwell,115
Mjroots,N/A
Mkweise,654
Mmcknight4,610
Mnemeson,753
Moabdave,890
Moe,100
Mohamed,105
Molestash,631
Monedula,587
Monkbel,113
Monobi,583
MonsterOfTheLake,N/A
Monty845,"1,198"
MoonLichen,478
Mooseter,N/A
Morenoodles,536
Moriori,837
Morwen,"1,081"
Moxy,"1,101"
Mr,N/A
MrDarcy,804
MrMacMan,719
MrRadioGuy,822
MrZaius,125
Mrjingjing,290
Mrmoocow,525
Mrt50,169
Mtking,848
Muchness,871
Multichill,615
Murgh,772
Mushroom,"1,101"
Mutebutton,380
Mww113,625
MyRedDice,103
Mynameinc,684
Mysidia,762
Mythio,320
N419BH,803
NCurse,720
NHRHS2010,N/A
NOVO-REI,N/A
NSR77,731
NYC,N/A
Naconkantari,102
Nagy,669
Nanami,100
Nanshu,593
Narutolovehinata5,"1,197"
Nat91,560
Nathan,870
NativeForeigner,"1,180"
NatusRoma,711
Navnløs,704
Ncmvocalist,788
Nebular110,613
Nehrams2020,952
Nekto,308
NeoNerd,509
Neparis,N/A
NerdyScienceDude,N/A
Netesq,647
Netsnipe,967
Neurophyre,625
Neutron,624
New,N/A
Newsjunkie,513
Nezu,N/A
NiceHotShower,315
Nick,"1,165"
NickDupree,563
Nicklew,166
Nielswik,558
NigelPScott,205
Nightstallion,941
Nikkimaria,N/A
Nilfanion,695
NimiTize,N/A
Ninjalemming,542
Nirvana888,621
Niteshift36,"1,031"
Nja247,102
Nmajdan,912
No,138
Nobleeagle,660
Node,100
Noisalt,515
Noleander,845
Non,N/A
Noon,515
Normandy,292
Northamerica1000,N/A
Nosmo,418
Nothing444,563
Novalis,563
Novidmarana,471
Nrcprm2026,614
NubKnacker,593
Nuggetboy,555
Nunh-huh,826
Nv8200p,N/A
Nyikita,504
Nzd,880
OLP1999,541
ObRoy,540
Obli,795
Obuibo,40
Ocee,819
Oddbodz,955
Offliner,103
Ohiostandard,734
Okiefromokla,864
Old,N/A
Oldlaptop321,668
Olin,443
Olorin28,750
Omegatron,875
Omni,152
Onceonthisisland,659
Onefortyone,N/A
Onopearls,N/A
OohBunnies!,723
Opes,512
Orange,N/A
OrbitOne,634
Oreos,506
Orizon,440
Orpy15,510
OsamaK,634
Osgoodelawyer,N/A
Ossmann,104
Otisjimmy1,776
Otterathome,654
Outerlimits,538
OwenX,"1,052"
Ozob,663
P.wormer,471
PAR,746
PGWG,728
PJBoellaard,111
PMDrive1061,921
PRODUCER,104
PSUMark2006,805
PVeankman,N/A
Pablomismo,N/A
Padillah,N/A
Paine,N/A
PaleAqua,752
Palnu,570
Pantherskin,552
Paradiso,662
Paranomia,623
Parler,N/A
Part,502
Pasboudin,433
Passionless,534
Patar,116
Patman21,501
Patricknoddy,657
Patton123,819
Paulmcdonald,937
Pax85,885
Pcb21,702
PeaceNT,"1,156"
Pedant,825
PeepP,104
Pelzi,100
People,125
Peregrine,447
Peripatetic,839
Perseus8235,504
Petar,N/A
Peter.C,817
Peterwats,312
Petros471,102
Pfrancois,239
Pgunn,556
Pharaoh,N/A
Pheonix15,N/A
Philcha,837
Philippe,"1,066"
Philx,504
Phr,711
Physchim62,929
Pia,N/A
Pichpich,973
Pigman,108
Pilatus,650
Pinball22,798
Pinkgirl34,N/A
Pipermantolisopa,314
Pitchka,642
Pladask,625
Plastikspork,N/A
Plot,100
Pmeisel,600
Pocopocopocopoco,711
Pogogunner,468
Pokey5945,413
Polarlys,570
"Police,Mad,Jack",587
Politoman,208
Polotet,558
Pomte,643
PookeyMaster,608
Porchcrop,103
Possum,104
Power.corrupts,723
Prashanthns,937
Preceding,N/A
Prester,N/A
Prima,N/A
Prince06,N/A
Prioryman,"1,019"
Proabivouac,686
Professor,N/A
Project2501a,642
Proofreader77,674
Protonk,899
Pseudo-Richard,835
Pstanton,N/A
Publunch,572
Pumpmeup,828
Pupster21,680
Purplefeltangel,608
Pv7721,102
PxMa,N/A
Q,N/A
Qjuad,487
Qst,926
Quantpole,798
Quartermaster,810
Quendus,446
Quigley,525
Qviri,528
Qwyrxian,"1,060"
R'son-W,592
R613vlu,523
REX,356
RFerreira,647
RHaworth,"1,072"
RMHED,651
RS2007,N/A
Rabbeinu,437
Rackabello,717
Radeksz,N/A
Radicalsubversiv,707
Radomil,519
Ragesoss,870
Rahulchoudhary003,102
RajeshPandey,511
Ram-Man,771
Rambo,304
Ramitmahajan,843
Randfan,573
RandomStringOfCharacters,802
RandyWang,N/A
RashersTierney,897
Rat,180
Ravedave,565
Ravikiran,N/A
Raystorm,580
Rbil88,115
Rd232,875
Real,N/A
Reaper,N/A
Rebroad,681
Red,631
RedZebra,555
Redeemer079,452
Redrose64,N/A
Redwolf24,760
Reflex,N/A
Reggae,N/A
RelHistBuff,619
Renata3,"1,058"
Reperire,398
ResidentAnthropologist,802
Ret.Prof,702
Reubzz,475
Revived,600
Rewtguy,132
Reyk,816
Rhion,544
Rhymeless,N/A
Rich,N/A
Richardchilton,400
Richman271,506
RickK,898
Riffsyphon1024,746
Rin,799
Risker,"1,227"
Rividian,755
Rjensen,N/A
Rklawton,"1,030"
Rlendog,N/A
Rmhermen,"1,054"
Ro098,361
RobNY,323
RobertG,954
Robludwig,171
Robth,676
RockMagnetist,864
Rocksanddirt,843
Rodii,712
Roger,115
Roisterer,901
Ron,39
Ronjones,318
Roo72,484
Rory096,888
Rossrs,804
Roux,913
Royalguard11,910
Rrburke,"1,071"
Rsrikanth05,"1,200"
Ruennsheng,476
Runcorn,722
Ruslik0,"1,139"
Ruud,102
RyGuy,N/A
Ryan524,N/A
RyanLupin,104
Ryu,N/A
S-pac54,N/A
S9,209
SCZenz,872
SGGH,"1,007"
SL93,"1,077"
SOADLuver,601
SRX,102
SUL,516
Saalstin,838
Saebvn,632
Sahilm,539
Saksham,574
Salix,473
Saltmarsh,686
Salvio,100
Samboy,809
Samsara,"1,002"
Samwb123,752
Sandman888,625
Sango123,948
Santhoshguru,102
Saranghae,N/A
Sarg,701
Sarz,524
SassyLilNugget,519
SatyrTN,871
Sbharris,794
Scarce,762
Scheinwerfermann,804
SchmuckyTheCat,"1,053"
Schrandit,100
Schwalbe,350
Scientizzle,"1,074"
Scobell302,N/A
Scorpion0422,"1,037"
ScottDavis,964
ScottyBerg,858
Scuro,558
Seahorseruler,839
SeanMD80,744
Seaphoto,"1,019"
Seav,904
Sebleouf,790
Secretlondon,"1,148"
Seed,N/A
Seicer,975
Selmo,764
Sengkang,733
Separa,418
Seresin,941
Serinde,490
SesquipedalianVerbiage,109
Sethmahoney,650
Sf46,823
Sgt.,0
Shadowjams,"1,084"
ShakespeareFan00,799
Shanata,694
Shannon,131
Sharkface217,727
ShaunES,561
Shawnpoo,136
Shelburne,115
Shenzhou,303
Shimdidly,325
Shindo9Hikaru,625
Shipmaster,468
Shirulashem,875
Shoessss,718
Short,100
Showtime2009,641
Shubinator,748
Shushruth,644
Siawase,851
Sietse,571
Silly,112
Silverback,622
Simesa,668
Simonfairfax,578
SimpsonsFan2008,343
Singopo,581
SiobhanHansa,835
Sirkad,512
Sitush,N/A
Sjones23,"1,106"
Skater,N/A
SkerHawx,803
Skinwalker,N/A
Skoppensboer,N/A
Skybum,519
Skywolf,466
Slatersteven,"1,121"
Slicky,508
Slivester,621
SluggoOne,599
Smartguy777,383
Smee,738
Smiley77,463
Smitty,542
SmokeyJoe,958
SmthManly,766
Snakese,265
Snek01,732
Snottygobble,N/A
Snowfire51,104
SoCalSuperEagle,974
SobaNoodleForYou,622
Sodabottle,879
