User,Participation,total_score,Power Score
SchmuckyTheCat,3625,1053.0,0.4252897901596757
Rjanag,4238,1044.0,0.4252602719431376
Amalthea,2833,1064.0,0.42508636683899265
Smsarmad,301,1100.0,0.4247565414676247
Geschichte,227,1100.0,0.4243422355979183
Majoreditor,26387,719.0,0.4242664977286391
Flcelloguy,8799,975.0,0.4242576086713099
Richwales,3365,1054.0,0.4242187362723497
Durova,5894,1017.0,0.4241471500751952
ErikHaugen,3945,1045.0,0.4240044600328344
Wknight94,970,1088.0,0.4238867058635047
Dominic,347,1097.0,0.4238602368003528
Wafulz,842,1089.0,0.42355468406808744
Blurpeace,2210,1068.0,0.4231368208527638
FreeRangeFrog,417,1094.0,0.42309830160433703
Ckatz,313,1095.0,0.42290064928017584
EurekaLott,175,1097.0,0.42289725558968383
Tikiwont,4874,1028.0,0.4226672167775789
MikeAllen,116,1097.0,0.4225669306395125
Numbermaniac,113,1097.0,0.4225501344556055
Anthony Bradbury,6331,1006.0,0.4223630249668814
Status,1898,1070.0,0.42215924849566483
Guanaco,2237,1065.0,0.42213414035408076
Johnuniq,2081,1067.0,0.4220299695601467
Maunus,1729,1072.0,0.4219822942381337
MacGyverMagic,4264,1034.0,0.4215596850241779
Cunard,2116,1065.0,0.4214566942698311
J-stan,8146,977.0,0.4213708700767801
Caldorwards4,2106,1064.0,0.42101609160552567
Cullen328,3533,1042.0,0.420543937955758
Coredesat,7721,981.0,0.4205298722284143
Nancy,5295,1016.0,0.4204088966371456
TFOWR,4102,1033.0,0.4202680757085836
Moreschi,14619,878.0,0.4195345131432292
Michig,2823,1049.0,0.4192611487900718
Gimmetrow,3402,1040.0,0.41904127382258755
Sparklism,6037,1001.0,0.41879392202091686
MBK004,6024,1001.0,0.4187211385573198
Winhunter,4749,1019.0,0.41850583731991475
BigDom,5975,1001.0,0.4184468008868385
Balloonman,23166,750.0,0.41815607186354947
Andrew Gray,1456,1066.0,0.4181461491949029
Belovedfreak,5067,1013.0,0.4179785405063662
Crazytales,2996,1043.0,0.41792203642101744
Pschemp,10555,932.0,0.41755051344642186
MilborneOne,507,1078.0,0.41744834096770134
Faithlessthewonderboy,7778,972.0,0.41738746126110915
Morwen,179,1081.0,0.41676580434771376
Wtmitchell,110,1082.0,0.41676410750246773
ReyBrujo,1880,1056.0,0.41667385600760737
Cameron,12593,900.0,0.41665302873956267
Johnleemk,5652,1001.0,0.41663841175284977
Brianga,88,1081.0,0.41625632010253427
SL93,320,1077.0,0.41601676345288197
Canuckian89,1487,1060.0,0.41601201745424976
Mikaey,725,1071.0,0.4159765559726369
Robofish,13386,885.0,0.4153235892497532
Mangojuice,5812,995.0,0.41522651592019827
Kbdank71,11357,914.0,0.4151176163544873
Ruhrfisch,4456,1014.0,0.41494233310191925
Ceradon,664,1069.0,0.41486580279729673
Breawycker,522,1071.0,0.4148400141949288
Renata3,1379,1058.0,0.41463812406436645
Alex.muller,1460,1056.0,0.41432239026062506
Rrburke,403,1071.0,0.4141737655666171
Dwaipayanc,7378,969.0,0.41399412391966084
SimonP,1122,1060.0,0.4139684817455628
Nightstallion,9291,941.0,0.41393525975513745
RHaworth,228,1072.0,0.41357860355665654
Miranda,14072,870.0,0.41339508586726015
Choess,807,1063.0,0.4133587285891722
Crazycomputers,461,1068.0,0.4133446456349733
Elonka,2715,1035.0,0.4132718707848038
danntm,25715,700.0,0.41319646022577516
Qwyrxian,952,1060.0,0.41301669799083185
Seicer,6774,975.0,0.41292018453407386
Brookie,11468,906.0,0.41266215208212387
JuneGloom07,2245,1040.0,0.41256354556244823
Strikerforce,5057,999.0,0.4125379378420607
WhatamIdoing,435,1066.0,0.4124298479385483
Solarra,65,1071.0,0.4122813955130933
Vensatry,1222,1054.0,0.41222066223477105
Samsara,4774,1002.0,0.41210734398067833
Struway2,276,1067.0,0.4119242655760919
AnmaFinotera,267,1067.0,0.41187387702437084
Sasquatch,3051,1026.0,0.41169150492085116
BuickCenturyDriver,15070,851.0,0.4116749240726353
TheGeneralUser,2466,1034.0,0.4114931721359061
Orderinchaos,12577,886.0,0.41117883370744324
Zanhe,124,1067.0,0.41107325892480306
Anetode,6304,977.0,0.41105801315787205
Aqwis,10607,914.0,0.4109185703777332
JaGa,430,1062.0,0.4108633927602418
Tinucherian,13338,874.0,0.4108240810764717
JPG-GR,3668,1014.0,0.41053053546234297
Yamla,1249,1049.0,0.4104487509668573
JGHowes,2377,1032.0,0.4102256545774339
Flyguy649,2821,1025.0,0.4100191821033646
Yintan,1751,1040.0,0.40979777394575956
Scott5114,2499,1029.0,0.40975485323580635
Hdt83,5237,989.0,0.40969955503032784
Rockstone35,491,1058.0,0.4096664536278896
DESiegel,1788,1039.0,0.4096203114959973
Sarah,12023,890.0,0.40961559995107577
Rlandmann,203,1062.0,0.4095924815112776
Begoon,7394,957.0,0.4094683189517803
The Moose,101,1063.0,0.4094060266430544
Scorpion0422,1862,1037.0,0.409265386596473
FT2,884,1051.0,0.40917444602740105
Melchoir,180,1060.0,0.4086944799987597
Mitchazenia,2913,1020.0,0.40861118815343617
Pichpich,6114,973.0,0.4084557933052995
FeydHuxtable,17639,805.0,0.40836574853270263
Harej,524,1054.0,0.40831275011240525
Cyde,13435,866.0,0.4082902346125422
Alexandria,175,1059.0,0.40828187097429924
Jujutacular,3798,1006.0,0.4081814470213906
Gaijin42,116,1059.0,0.4079515460241279
J.smith,4370,997.0,0.4079223809581232
Lil-unique1,161,1058.0,0.4078188733981178
KnightLago,1719,1035.0,0.4076955377276744
Anupam,65,1059.0,0.40766601089770865
Andonic,128,1058.0,0.40763411537514066
aitias,8920,930.0,0.40762736244786724
M.O.X,1013,1045.0,0.40758898962771045
AxG,102,1058.0,0.4074885484479465
Aldux,8613,933.0,0.40706239911522873
AustralianRupert,555,1050.0,0.40694784914098286
Rmhermen,270,1054.0,0.4068906732082779
NerdyScienceDude,380,1052.0,0.40673730251563767
CesarB,1050,1042.0,0.40664229640871746
Sadads,353,1052.0,0.4065861368604745
Ceyockey,123,1055.0,0.4064522755814494
Viridae,11521,889.0,0.4064204231260196
Yngvadottir,482,1049.0,0.4061545266146301
Ww2censor,736,1045.0,0.4060381419802959
Shanes,2591,1017.0,0.4056545515935702
Hobit,15578,827.0,0.4052883086501209
Skomorokh,6988,952.0,0.4052721584732872
Fuhghettaboutit,848,1041.0,0.405126737974363
Edison,1573,1030.0,0.4049550465211227
Gordonrox24,7460,944.0,0.4048378349977347
Magiciandude,33,1052.0,0.40479454391039277
BabbaQ,90,1051.0,0.4047290560200107
Torchiest,1324,1033.0,0.4047148094106865
NoSeptember,10983,892.0,0.40456215363254083
Coemgenus,9656,911.0,0.40444033392536294
Berig,1540,1029.0,0.40438567311353013
JuJube,219,1048.0,0.40429744577416626
Jfdwolff,6499,956.0,0.40407284203490507
Hammer1980,93,1049.0,0.403976621434687
Ericorbit,3243,1003.0,0.4039203068447464
Tarheel95,5,1050.0,0.40386854875802985
GraemeL,1634,1026.0,0.4037581073887705
AngelOfSadness,989,1035.0,0.40360846631030045
KojiDude,14453,839.0,0.4036051243003743
MrX,3373,1000.0,0.403494295326871
Willking1979,3135,1003.0,0.4033156442240938
Angelo.romano,664,1038.0,0.4029427258742198
Scarian,11713,877.0,0.40287999428068405
Jarry1250,1168,1030.0,0.4026875616936755
Hasteur,1150,1030.0,0.4025867845902334
Smashville,1490,1025.0,0.40256727517661833
Bsadowski1,1064,1031.0,0.40248990936951434
